,nla,original,original minus nla,original minus nla normed
499,0.014369328016900204,0.05867436524717595,0.04430503723027575,0.7551004095848858
222,0.01419605571391082,0.025084699506063155,0.010888643792152335,0.43407511377684516
304,0.014116002734861017,0.015148884829330736,0.001032882094469719,0.06818205472589568
565,0.014019224504983725,0.20113402297667865,0.18711479847169493,0.9302990896442754
45,0.014011026388849409,0.25725912280410135,0.24324809641525194,0.9455373001504068
505,0.013197180802044623,0.13510790262655253,0.1219107218245079,0.9023211777735716
24,0.013085432024310081,0.03560018564062305,0.022514753616312964,0.6324336014310438
112,0.013018721259244734,0.3388972488345309,0.3258785275752861,0.961585048848829
130,0.01297945479528046,0.019476106629677414,0.006496651834396955,0.33357035663880835
288,0.012977628516922022,0.012977628516922026,3.469446951953614e-18,2.6734059673766046e-16
220,0.012818707875805187,0.04434414731741873,0.03152543944161354,0.7109267253681096
49,0.012775633274151951,0.11505999528468033,0.10228436201052839,0.888965463256429
227,0.012682026807483497,0.027000009073476786,0.014317982265993288,0.530295461272953
324,0.012527747534603232,0.015263101487105432,0.0027353539525021998,0.17921350747835102
415,0.012339057249537232,0.20720314510614363,0.1948640878566064,0.9404494693204761
110,0.012082319834018437,0.01662158467622298,0.004539264842204542,0.27309458939242526
359,0.012067866075052709,0.0250472297287761,0.01297936365372339,0.518195576687339
86,0.01183484827196653,0.17713371668560826,0.16529886841364172,0.9331869251466561
575,0.011795051637874773,0.22021605157084057,0.20842099993296578,0.9464387289040078
89,0.01174785594148351,0.011747855941483512,1.734723475976807e-18,1.476629850261636e-16
489,0.011659301659309267,0.12492249890111727,0.113263197241808,0.9066677198913686
409,0.011616532414280574,0.1497176178672661,0.13810108545298552,0.9224103844306464
158,0.011593097367482211,0.01693992940739361,0.0053468320399114,0.31563484778028167
165,0.011592961955036887,0.013668874506469706,0.0020759125514328187,0.15187150562032412
306,0.011102340454945545,0.04666947236407057,0.03556713190912503,0.7621070071601473
96,0.01106381472226814,0.01683996663007756,0.005776151907809422,0.3430025744524185
42,0.010927597605429155,0.024769424075347192,0.013841826469918037,0.5588271421980576
39,0.010874454285272074,0.02311477545522453,0.012240321169952455,0.5295453202071159
261,0.010853114212982639,0.021112040855146067,0.010258926642163428,0.4859277562293468
205,0.010204164402219898,0.013640069814953727,0.0034359054127338293,0.2518979344934889
596,0.009999571632987734,0.08593602534059572,0.07593645370760799,0.8836393515600031
159,0.00999536277900108,0.4039250651134578,0.39392970233445673,0.9752544131516238
135,0.009967441767598052,0.18119321452578407,0.171225772758186,0.9449899832414548
177,0.009916407141001646,0.08960150992739224,0.0796851027863906,0.8893276781938462
536,0.009705505870720454,0.17453944539081884,0.1648339395200984,0.9443936248967193
417,0.009617789907770074,0.010598193790278992,0.0009804038825089179,0.09250669518877605
583,0.009607807151839086,0.0463537449267749,0.036745937774935816,0.7927285666559076
98,0.009598985721772438,0.35047359108212117,0.34087460536034875,0.9726113865180693
229,0.009528787317854805,0.017062219492441102,0.0075334321745862964,0.441527093114923
155,0.009396474027725258,0.015205664865625513,0.005809190837900255,0.3820412253746777
547,0.009180176503604422,0.012054678859380948,0.0028745023557765256,0.23845532421957377
203,0.009174723167622172,0.07519306423788664,0.06601834107026447,0.8779844489566709
395,0.009171797379377625,0.021869106256003426,0.0126973088766258,0.5806048371611063
126,0.00909508013166372,0.1789942060595572,0.1698991259278935,0.9491878517641097
187,0.009065995053022816,0.21793945626389027,0.20887346121086747,0.958401313794023
392,0.008940008820930918,0.14367816518012141,0.1347381563591905,0.9377775404514436
476,0.008939726327329912,0.3550950975076338,0.3461553711803039,0.974824416360359
210,0.008931521129653456,0.04523878672429377,0.036307265594640314,0.8025693928511766
349,0.008817193939931172,0.014814460344745636,0.005997266404814464,0.4048251684673457
263,0.008591517227901559,0.025368594025739218,0.01677707679783766,0.6613325429393319
479,0.008559181674100951,0.07865230202572215,0.0700931203516212,0.8911769718920396
416,0.008346728324528494,0.2871976088891246,0.2788508805645961,0.9709373335077075
422,0.008320134493732572,0.17543963747241526,0.1671195029786827,0.9525755147833068
437,0.008213117078662345,0.3471993046386864,0.3389861875600241,0.9763446614986475
2,0.008187966920993144,0.15682678619533674,0.1486388192743436,0.9477897423033681
230,0.008047311548375347,0.2712794402628454,0.26323212871447005,0.9703357116168545
93,0.007905149505074583,0.007905149505074585,1.734723475976807e-18,2.194422097726588e-16
206,0.007890738908578877,0.10180259983903253,0.09391186093045366,0.9224898094836921
539,0.007700104660736913,0.11654485192612911,0.1088447472653922,0.9339301176029847
188,0.0075927786558931155,0.13406555785501084,0.12647277919911773,0.9433651806073522
558,0.0073565761647158895,0.1717801152423602,0.16442353907764432,0.9571744601851229
144,0.0072900935299941945,0.016806822837145553,0.009516729307151358,0.5662420196468059
537,0.007253546152832478,0.01501082487696017,0.007757278724127692,0.5167789770190572
149,0.007220259819956664,0.18511661671830962,0.17789635689835295,0.9609961550294338
519,0.0072110498547007,0.014154111682443796,0.006943061827743097,0.4905332092550179
191,0.006833189535309033,0.14179221497586705,0.13495902544055802,0.9518084294227858
580,0.006787369758744909,0.19670268558844536,0.18991531582970045,0.9654942700022616
105,0.006757846087069605,0.008547207646040398,0.001789361558970793,0.20935042566793582
178,0.006612338305892501,0.00728897721451848,0.0006766389086259785,0.09283043268103812
332,0.006395484422613568,0.006395484422613574,6.071532165918825e-18,9.493467210162693e-16
446,0.006361186469599406,0.02471137935980405,0.018350192890204644,0.7425806800592192
193,0.006334081334817549,0.09765639565015198,0.09132231431533443,0.9351391038687419
34,0.006274511972829591,0.022697142255846087,0.016422630283016496,0.7235549787677138
385,0.005984363058154291,0.07955414525003039,0.0735697821918761,0.9247762258101565
213,0.005974308964405389,0.2786994137022248,0.2727251047378194,0.9785636112934611
449,0.005645018048993466,0.006068853329894556,0.0004238352809010897,0.06983778612894138
480,0.005598107697303772,0.13370497962012906,0.1281068719228253,0.9581308959979754
121,0.005370297384603137,0.032780506580561676,0.02741020919595854,0.8361740575483467
450,0.005328502646651256,0.18690677075212755,0.1815782681054763,0.9714911202777249
567,0.005173749240964855,0.01413831109752851,0.008964561856563656,0.6340617202949179
298,0.004970166009593295,0.005485049123994728,0.0005148831144014335,0.09387028315736345
145,0.004875727744671855,0.02371577010076369,0.018840042356091834,0.7944098916478007
426,0.004761539362536348,0.00476153936253635,2.6020852139652106e-18,5.464798284433685e-16
160,0.00474679062711882,0.029905662295356506,0.025158871668237687,0.8412745191784012
57,0.004425707971042276,0.017646617173274134,0.01322090920223186,0.7492036049977314
124,0.004395979040277768,0.2167998209700919,0.21240384192981412,0.9797233271660117
166,0.004375499207960895,0.10743674191701462,0.10306124270905373,0.9592737165155234
506,0.004333572675873445,0.004333572675873445,0.0,0.0
251,0.004279267947410518,0.08196596053432612,0.0776866925869156,0.947792133228056
424,0.004276813671596473,0.017916447053063972,0.013639633381467498,0.7612911946810862
44,0.0042620761374356966,0.2198348372743393,0.2155727611369036,0.9806123715864155
491,0.004201050622385365,0.0925292295357504,0.08832817891336504,0.9545975834505116
278,0.004087760241930666,0.15108847279192883,0.14700071254999816,0.9729445922220676
41,0.0040510652058123086,0.22521141312049994,0.22116034791468764,0.9820121673689567
186,0.00402990633884058,0.07410785750876327,0.07007795116992269,0.9456210653726692
509,0.0037985959319353016,0.11282040010478533,0.10902180417285004,0.9663305933288019
578,0.003734311392847807,0.009544004804560156,0.005809693411712349,0.608726999900132
465,0.0035937653508125457,0.049081822043597546,0.045488056692785,0.9267801153017438
423,0.0035504360342366492,0.04322744214809852,0.039677006113861865,0.9178661549745935
133,0.003464572796001717,0.30867310509061113,0.3052085322946094,0.9887759162075858
241,0.003455374446305434,0.09462247479579472,0.09116710034948929,0.9634825187804219
358,0.003426594740620228,0.15324160180058705,0.1498150070599668,0.9776392657061934
343,0.003414328799121745,0.008027515035332035,0.00461318623621029,0.574671765285517
462,0.0033693554018527218,0.02925660289581984,0.02588724749396712,0.8848343598246626
36,0.0032836287979824985,0.10039985941392393,0.09711623061594143,0.9672944880884254
247,0.003225209413477817,0.2917485484731984,0.2885233390597206,0.9889452426400878
588,0.003182490387227874,0.5994926443177312,0.5963101539305034,0.9946913604071828
123,0.0030799617008300645,0.2484665643104265,0.24538660260959644,0.9876041200578519
4,0.003074649745781346,0.30987764655464173,0.30680299680886036,0.9900778588582729
40,0.0030550404724180927,0.010107140600330194,0.007052100127912101,0.6977344440703351
495,0.003036488284035791,0.10924035172546033,0.10620386344142455,0.9722036020932356
299,0.0029566602096651007,0.17755358521477532,0.17459692500511023,0.9833477864944906
84,0.0029336368767298115,0.2088786807805343,0.20594504390380447,0.9859553073307077
569,0.0029270600771650526,0.09972273749346754,0.09679567741630249,0.9706480171850799
152,0.0028650415650251677,0.009509526724752462,0.006644485159727294,0.6987188061033872
239,0.002829356666307036,0.09093013486486032,0.08810077819855328,0.9688842794469401
143,0.002753597410116116,0.012822484423052758,0.010068887012936642,0.7852524269660571
223,0.0027466702520337755,0.16943930532827503,0.16669263507624127,0.9837896511278047
211,0.0027378320962212982,0.02783572935428194,0.025097897258060643,0.9016432419867547
593,0.002659100126593582,0.04234442421551248,0.0396853240889189,0.9372030633110027
25,0.0025842527873538414,0.2232270493216964,0.22064279653434257,0.9884232094846641
407,0.0025587721524231092,0.19269554747354065,0.19013677532111753,0.9867211661817227
243,0.0025576267714008277,0.20610396542138054,0.2035463386499797,0.9875905989185033
412,0.002543173385682293,0.13978412486643035,0.13724095148074805,0.981806421951617
284,0.0025132679040233215,0.13162010303328214,0.12910683512925883,0.9809051364791305
233,0.002510608600047484,0.006875725396007811,0.004365116795960327,0.6348590940666136
579,0.0023827283845401794,0.020886600919607916,0.018503872535067738,0.8859207204795434
393,0.0023655434836084353,0.012609538093205896,0.01024399460959746,0.8124004649398691
436,0.002299871897419594,0.0789874108804698,0.07668753898305021,0.9708830575431832
312,0.002261480413310856,0.2764157885094119,0.27415430809610103,0.9918185555698319
53,0.0022445295964403367,0.05507410841295747,0.052829578816517134,0.9592452849238997
382,0.0022396185463399877,0.22670816353813333,0.22446854499179333,0.9901211385095832
468,0.0021027494388380914,0.22730090486058555,0.22519815542174745,0.9907490494147931
156,0.002097089316823614,0.1875895249757798,0.18549243565895618,0.9888208613082506
68,0.002079920044071472,0.14764254797366874,0.14556262792959726,0.9859124617353364
387,0.0019738405756353867,0.13646738171216902,0.13449354113653364,0.9855361731802071
400,0.0016570551788137465,0.010632021258504955,0.00897496607969121,0.8441448583929227
419,0.0016150085669296003,0.00864047187170757,0.007025463304777969,0.8130879203232179
342,0.0014324265124285292,0.016474355798499967,0.015041929286071438,0.9130511365695432
59,0.0010103635966898247,0.3509144768907355,0.3499041132940457,0.9971207696939661
428,0.0009971619320121058,0.006172137090396489,0.005174975158384384,0.838441383039979
